,Domain,Country,Element,Crop,Year,Unit,Production,Crop
6383,Crops and livestock products,India,Production,"Peas, green",1964,tonnes,600000,peas
6384,Crops and livestock products,India,Production,"Peas, green",1965,tonnes,625000,peas
6385,Crops and livestock products,India,Production,"Peas, green",1966,tonnes,655000,peas
6386,Crops and livestock products,India,Production,"Peas, green",1967,tonnes,700000,peas
6387,Crops and livestock products,India,Production,"Peas, green",1968,tonnes,730000,peas
6388,Crops and livestock products,India,Production,"Peas, green",1969,tonnes,750000,peas
6389,Crops and livestock products,India,Production,"Peas, green",1970,tonnes,780000,peas
6390,Crops and livestock products,India,Production,"Peas, green",1971,tonnes,810000,peas
6391,Crops and livestock products,India,Production,"Peas, green",1972,tonnes,840000,peas
6392,Crops and livestock products,India,Production,"Peas, green",1973,tonnes,880000,peas
6393,Crops and livestock products,India,Production,"Peas, green",1974,tonnes,930000,peas
6394,Crops and livestock products,India,Production,"Peas, green",1975,tonnes,960000,peas
6395,Crops and livestock products,India,Production,"Peas, green",1976,tonnes,1000000,peas
6396,Crops and livestock products,India,Production,"Peas, green",1977,tonnes,1000000,peas
6397,Crops and livestock products,India,Production,"Peas, green",1978,tonnes,1050000,peas
6398,Crops and livestock products,India,Production,"Peas, green",1979,tonnes,1070000,peas
6399,Crops and livestock products,India,Production,"Peas, green",1980,tonnes,1125000,peas
6400,Crops and livestock products,India,Production,"Peas, green",1981,tonnes,1200000,peas
6401,Crops and livestock products,India,Production,"Peas, green",1982,tonnes,1240000,peas
6402,Crops and livestock products,India,Production,"Peas, green",1983,tonnes,1250000,peas
6403,Crops and livestock products,India,Production,"Peas, green",1984,tonnes,1250000,peas
6404,Crops and livestock products,India,Production,"Peas, green",1985,tonnes,1380000,peas
6405,Crops and livestock products,India,Production,"Peas, green",1986,tonnes,1430000,peas
6406,Crops and livestock products,India,Production,"Peas, green",1987,tonnes,1625000,peas
6407,Crops and livestock products,India,Production,"Peas, green",1988,tonnes,1690000,peas
6408,Crops and livestock products,India,Production,"Peas, green",1989,tonnes,1790000,peas
6409,Crops and livestock products,India,Production,"Peas, green",1990,tonnes,1900000,peas
6410,Crops and livestock products,India,Production,"Peas, green",1991,tonnes,2106000,peas
6411,Crops and livestock products,India,Production,"Peas, green",1992,tonnes,2100000,peas
6412,Crops and livestock products,India,Production,"Peas, green",1993,tonnes,2150000,peas
6413,Crops and livestock products,India,Production,"Peas, green",1994,tonnes,2400000,peas
6414,Crops and livestock products,India,Production,"Peas, green",1995,tonnes,2500000,peas
6415,Crops and livestock products,India,Production,"Peas, green",1996,tonnes,2000000,peas
6416,Crops and livestock products,India,Production,"Peas, green",1997,tonnes,2200000,peas
6417,Crops and livestock products,India,Production,"Peas, green",1998,tonnes,2420000,peas
6418,Crops and livestock products,India,Production,"Peas, green",1999,tonnes,2700000,peas
6419,Crops and livestock products,India,Production,"Peas, green",2000,tonnes,2710000,peas
6420,Crops and livestock products,India,Production,"Peas, green",2001,tonnes,3010000,peas
6421,Crops and livestock products,India,Production,"Peas, green",2002,tonnes,2040000,peas
6422,Crops and livestock products,India,Production,"Peas, green",2003,tonnes,2061800,peas
6423,Crops and livestock products,India,Production,"Peas, green",2004,tonnes,1901200,peas
6424,Crops and livestock products,India,Production,"Peas, green",2005,tonnes,1944800,peas
6425,Crops and livestock products,India,Production,"Peas, green",2006,tonnes,2270000,peas
6426,Crops and livestock products,India,Production,"Peas, green",2007,tonnes,2402000,peas
6427,Crops and livestock products,India,Production,"Peas, green",2008,tonnes,2491000,peas
6428,Crops and livestock products,India,Production,"Peas, green",2009,tonnes,2916000,peas
6429,Crops and livestock products,India,Production,"Peas, green",2010,tonnes,3029400,peas
6430,Crops and livestock products,India,Production,"Peas, green",2011,tonnes,3517000,peas
6431,Crops and livestock products,India,Production,"Peas, green",2012,tonnes,3744800,peas
6432,Crops and livestock products,India,Production,"Peas, green",2013,tonnes,4006200,peas
6433,Crops and livestock products,India,Production,"Peas, green",2014,tonnes,3868630,peas
6434,Crops and livestock products,India,Production,"Peas, green",2015,tonnes,4652000,peas
6435,Crops and livestock products,India,Production,"Peas, green",2016,tonnes,4811000,peas
6436,Crops and livestock products,India,Production,"Peas, green",2017,tonnes,5345000,peas
6437,Crops and livestock products,India,Production,"Peas, green",2018,tonnes,5422000,peas
6554,Crops and livestock products,India,Production,Pepper (piper spp.),1961,tonnes,28000,pepper
6555,Crops and livestock products,India,Production,Pepper (piper spp.),1962,tonnes,26000,pepper
6556,Crops and livestock products,India,Production,Pepper (piper spp.),1963,tonnes,24000,pepper
6557,Crops and livestock products,India,Production,Pepper (piper spp.),1964,tonnes,24000,pepper
6558,Crops and livestock products,India,Production,Pepper (piper spp.),1965,tonnes,23000,pepper
6559,Crops and livestock products,India,Production,Pepper (piper spp.),1966,tonnes,27000,pepper
6560,Crops and livestock products,India,Production,Pepper (piper spp.),1967,tonnes,26000,pepper
6561,Crops and livestock products,India,Production,Pepper (piper spp.),1968,tonnes,25700,pepper
6562,Crops and livestock products,India,Production,Pepper (piper spp.),1969,tonnes,25500,pepper
6563,Crops and livestock products,India,Production,Pepper (piper spp.),1970,tonnes,26160,pepper
6564,Crops and livestock products,India,Production,Pepper (piper spp.),1971,tonnes,26160,pepper
6565,Crops and livestock products,India,Production,Pepper (piper spp.),1972,tonnes,26190,pepper
6566,Crops and livestock products,India,Production,Pepper (piper spp.),1973,tonnes,28700,pepper
6567,Crops and livestock products,India,Production,Pepper (piper spp.),1974,tonnes,28180,pepper
6568,Crops and livestock products,India,Production,Pepper (piper spp.),1975,tonnes,25570,pepper
6569,Crops and livestock products,India,Production,Pepper (piper spp.),1976,tonnes,31620,pepper
6570,Crops and livestock products,India,Production,Pepper (piper spp.),1977,tonnes,25620,pepper
6571,Crops and livestock products,India,Production,Pepper (piper spp.),1978,tonnes,21500,pepper
6572,Crops and livestock products,India,Production,Pepper (piper spp.),1979,tonnes,27700,pepper
6573,Crops and livestock products,India,Production,Pepper (piper spp.),1980,tonnes,29490,pepper
6574,Crops and livestock products,India,Production,Pepper (piper spp.),1981,tonnes,29500,pepper
6575,Crops and livestock products,India,Production,Pepper (piper spp.),1982,tonnes,29200,pepper
6576,Crops and livestock products,India,Production,Pepper (piper spp.),1983,tonnes,26610,pepper
6577,Crops and livestock products,India,Production,Pepper (piper spp.),1984,tonnes,22710,pepper
6578,Crops and livestock products,India,Production,Pepper (piper spp.),1985,tonnes,18220,pepper
6579,Crops and livestock products,India,Production,Pepper (piper spp.),1986,tonnes,34000,pepper
6580,Crops and livestock products,India,Production,Pepper (piper spp.),1987,tonnes,31340,pepper
6581,Crops and livestock products,India,Production,Pepper (piper spp.),1988,tonnes,48090,pepper
6582,Crops and livestock products,India,Production,Pepper (piper spp.),1989,tonnes,44160,pepper
6583,Crops and livestock products,India,Production,Pepper (piper spp.),1990,tonnes,55190,pepper
6584,Crops and livestock products,India,Production,Pepper (piper spp.),1991,tonnes,47950,pepper
6585,Crops and livestock products,India,Production,Pepper (piper spp.),1992,tonnes,52010,pepper
6586,Crops and livestock products,India,Production,Pepper (piper spp.),1993,tonnes,50760,pepper
6587,Crops and livestock products,India,Production,Pepper (piper spp.),1994,tonnes,51300,pepper
6588,Crops and livestock products,India,Production,Pepper (piper spp.),1995,tonnes,60700,pepper
6589,Crops and livestock products,India,Production,Pepper (piper spp.),1996,tonnes,61580,pepper
6590,Crops and livestock products,India,Production,Pepper (piper spp.),1997,tonnes,56000,pepper
6591,Crops and livestock products,India,Production,Pepper (piper spp.),1998,tonnes,57000,pepper
6592,Crops and livestock products,India,Production,Pepper (piper spp.),1999,tonnes,76000,pepper
6593,Crops and livestock products,India,Production,Pepper (piper spp.),2000,tonnes,59000,pepper
6594,Crops and livestock products,India,Production,Pepper (piper spp.),2001,tonnes,64000,pepper
6595,Crops and livestock products,India,Production,Pepper (piper spp.),2002,tonnes,62000,pepper
6596,Crops and livestock products,India,Production,Pepper (piper spp.),2003,tonnes,64000,pepper
6597,Crops and livestock products,India,Production,Pepper (piper spp.),2004,tonnes,73190,pepper
6598,Crops and livestock products,India,Production,Pepper (piper spp.),2005,tonnes,73020,pepper
6599,Crops and livestock products,India,Production,Pepper (piper spp.),2006,tonnes,92900,pepper
6600,Crops and livestock products,India,Production,Pepper (piper spp.),2007,tonnes,69000,pepper
6601,Crops and livestock products,India,Production,Pepper (piper spp.),2008,tonnes,47010,pepper
6602,Crops and livestock products,India,Production,Pepper (piper spp.),2009,tonnes,47400,pepper
6603,Crops and livestock products,India,Production,Pepper (piper spp.),2010,tonnes,51020,pepper
6604,Crops and livestock products,India,Production,Pepper (piper spp.),2011,tonnes,52000,pepper
6605,Crops and livestock products,India,Production,Pepper (piper spp.),2012,tonnes,41000,pepper
6606,Crops and livestock products,India,Production,Pepper (piper spp.),2013,tonnes,53000,pepper
6607,Crops and livestock products,India,Production,Pepper (piper spp.),2014,tonnes,51000,pepper
6608,Crops and livestock products,India,Production,Pepper (piper spp.),2015,tonnes,65000,pepper
6609,Crops and livestock products,India,Production,Pepper (piper spp.),2016,tonnes,55000,pepper
6610,Crops and livestock products,India,Production,Pepper (piper spp.),2017,tonnes,72000,pepper
6611,Crops and livestock products,India,Production,Pepper (piper spp.),2018,tonnes,66000,pepper
6728,Crops and livestock products,India,Production,Pineapples,1961,tonnes,76000,pineapples
6729,Crops and livestock products,India,Production,Pineapples,1962,tonnes,100000,pineapples
6730,Crops and livestock products,India,Production,Pineapples,1963,tonnes,150000,pineapples
6731,Crops and livestock products,India,Production,Pineapples,1964,tonnes,200000,pineapples
6732,Crops and livestock products,India,Production,Pineapples,1965,tonnes,280000,pineapples
6733,Crops and livestock products,India,Production,Pineapples,1966,tonnes,340000,pineapples
6734,Crops and livestock products,India,Production,Pineapples,1967,tonnes,360000,pineapples
6735,Crops and livestock products,India,Production,Pineapples,1968,tonnes,360000,pineapples
6736,Crops and livestock products,India,Production,Pineapples,1969,tonnes,370000,pineapples
6737,Crops and livestock products,India,Production,Pineapples,1970,tonnes,380000,pineapples
6738,Crops and livestock products,India,Production,Pineapples,1971,tonnes,380000,pineapples
6739,Crops and livestock products,India,Production,Pineapples,1972,tonnes,390000,pineapples
6740,Crops and livestock products,India,Production,Pineapples,1973,tonnes,400000,pineapples
6741,Crops and livestock products,India,Production,Pineapples,1974,tonnes,410000,pineapples
6742,Crops and livestock products,India,Production,Pineapples,1975,tonnes,420000,pineapples
6743,Crops and livestock products,India,Production,Pineapples,1976,tonnes,430000,pineapples
6744,Crops and livestock products,India,Production,Pineapples,1977,tonnes,442900,pineapples
6745,Crops and livestock products,India,Production,Pineapples,1978,tonnes,470610,pineapples
6746,Crops and livestock products,India,Production,Pineapples,1979,tonnes,500300,pineapples
6747,Crops and livestock products,India,Production,Pineapples,1980,tonnes,548980,pineapples
6748,Crops and livestock products,India,Production,Pineapples,1981,tonnes,593230,pineapples
6749,Crops and livestock products,India,Production,Pineapples,1982,tonnes,643100,pineapples
6750,Crops and livestock products,India,Production,Pineapples,1983,tonnes,671820,pineapples
6751,Crops and livestock products,India,Production,Pineapples,1984,tonnes,755970,pineapples
6752,Crops and livestock products,India,Production,Pineapples,1985,tonnes,771060,pineapples
6753,Crops and livestock products,India,Production,Pineapples,1986,tonnes,607000,pineapples
6754,Crops and livestock products,India,Production,Pineapples,1987,tonnes,578035,pineapples
6755,Crops and livestock products,India,Production,Pineapples,1988,tonnes,815387,pineapples
6756,Crops and livestock products,India,Production,Pineapples,1989,tonnes,787000,pineapples
6757,Crops and livestock products,India,Production,Pineapples,1990,tonnes,881000,pineapples
6758,Crops and livestock products,India,Production,Pineapples,1991,tonnes,768000,pineapples
6759,Crops and livestock products,India,Production,Pineapples,1992,tonnes,859000,pineapples
6760,Crops and livestock products,India,Production,Pineapples,1993,tonnes,1000000,pineapples
6761,Crops and livestock products,India,Production,Pineapples,1994,tonnes,1010000,pineapples
6762,Crops and livestock products,India,Production,Pineapples,1995,tonnes,1060000,pineapples
6763,Crops and livestock products,India,Production,Pineapples,1996,tonnes,1200000,pineapples
6764,Crops and livestock products,India,Production,Pineapples,1997,tonnes,1250000,pineapples
6765,Crops and livestock products,India,Production,Pineapples,1998,tonnes,940000,pineapples
6766,Crops and livestock products,India,Production,Pineapples,1999,tonnes,1006000,pineapples
6767,Crops and livestock products,India,Production,Pineapples,2000,tonnes,1020000,pineapples
6768,Crops and livestock products,India,Production,Pineapples,2001,tonnes,1220000,pineapples
6769,Crops and livestock products,India,Production,Pineapples,2002,tonnes,1180000,pineapples
6770,Crops and livestock products,India,Production,Pineapples,2003,tonnes,1310000,pineapples
6771,Crops and livestock products,India,Production,Pineapples,2004,tonnes,1234200,pineapples
6772,Crops and livestock products,India,Production,Pineapples,2005,tonnes,1278900,pineapples
6773,Crops and livestock products,India,Production,Pineapples,2006,tonnes,1262600,pineapples
6774,Crops and livestock products,India,Production,Pineapples,2007,tonnes,1362000,pineapples
6775,Crops and livestock products,India,Production,Pineapples,2008,tonnes,1245000,pineapples
6776,Crops and livestock products,India,Production,Pineapples,2009,tonnes,1341000,pineapples
6777,Crops and livestock products,India,Production,Pineapples,2010,tonnes,1386800,pineapples
6778,Crops and livestock products,India,Production,Pineapples,2011,tonnes,1415000,pineapples
6779,Crops and livestock products,India,Production,Pineapples,2012,tonnes,1500000,pineapples
6780,Crops and livestock products,India,Production,Pineapples,2013,tonnes,1571000,pineapples
6781,Crops and livestock products,India,Production,Pineapples,2014,tonnes,1736740,pineapples
6782,Crops and livestock products,India,Production,Pineapples,2015,tonnes,1984000,pineapples
6783,Crops and livestock products,India,Production,Pineapples,2016,tonnes,1924000,pineapples
6784,Crops and livestock products,India,Production,Pineapples,2017,tonnes,1861000,pineapples
6785,Crops and livestock products,India,Production,Pineapples,2018,tonnes,1706000,pineapples
6902,Crops and livestock products,India,Production,Potatoes,1961,tonnes,2719000,potatoes
6903,Crops and livestock products,India,Production,Potatoes,1962,tonnes,2447000,potatoes
6904,Crops and livestock products,India,Production,Potatoes,1963,tonnes,3365000,potatoes
6905,Crops and livestock products,India,Production,Potatoes,1964,tonnes,2593000,potatoes
6906,Crops and livestock products,India,Production,Potatoes,1965,tonnes,3605000,potatoes
6907,Crops and livestock products,India,Production,Potatoes,1966,tonnes,4076000,potatoes
6908,Crops and livestock products,India,Production,Potatoes,1967,tonnes,3521500,potatoes
6909,Crops and livestock products,India,Production,Potatoes,1968,tonnes,4232300,potatoes
6910,Crops and livestock products,India,Production,Potatoes,1969,tonnes,4725500,potatoes
6911,Crops and livestock products,India,Production,Potatoes,1970,tonnes,3912600,potatoes
6912,Crops and livestock products,India,Production,Potatoes,1971,tonnes,4807200,potatoes
6913,Crops and livestock products,India,Production,Potatoes,1972,tonnes,4825500,potatoes
6914,Crops and livestock products,India,Production,Potatoes,1973,tonnes,4451000,potatoes
6915,Crops and livestock products,India,Production,Potatoes,1974,tonnes,4861100,potatoes
6916,Crops and livestock products,India,Production,Potatoes,1975,tonnes,6225400,potatoes
6917,Crops and livestock products,India,Production,Potatoes,1976,tonnes,7306000,potatoes
6918,Crops and livestock products,India,Production,Potatoes,1977,tonnes,7170700,potatoes
6919,Crops and livestock products,India,Production,Potatoes,1978,tonnes,8135400,potatoes
6920,Crops and livestock products,India,Production,Potatoes,1979,tonnes,10133000,potatoes
6921,Crops and livestock products,India,Production,Potatoes,1980,tonnes,8326600,potatoes
6922,Crops and livestock products,India,Production,Potatoes,1981,tonnes,9670000,potatoes
6923,Crops and livestock products,India,Production,Potatoes,1982,tonnes,9911800,potatoes
6924,Crops and livestock products,India,Production,Potatoes,1983,tonnes,9956000,potatoes
6925,Crops and livestock products,India,Production,Potatoes,1984,tonnes,12151800,potatoes
6926,Crops and livestock products,India,Production,Potatoes,1985,tonnes,12570600,potatoes
6927,Crops and livestock products,India,Production,Potatoes,1986,tonnes,10422800,potatoes
6928,Crops and livestock products,India,Production,Potatoes,1987,tonnes,12740300,potatoes
6929,Crops and livestock products,India,Production,Potatoes,1988,tonnes,14046000,potatoes
6930,Crops and livestock products,India,Production,Potatoes,1989,tonnes,14857000,potatoes
6931,Crops and livestock products,India,Production,Potatoes,1990,tonnes,14770800,potatoes
6932,Crops and livestock products,India,Production,Potatoes,1991,tonnes,15205600,potatoes
6933,Crops and livestock products,India,Production,Potatoes,1992,tonnes,18195000,potatoes
6934,Crops and livestock products,India,Production,Potatoes,1993,tonnes,18479000,potatoes
6935,Crops and livestock products,India,Production,Potatoes,1994,tonnes,17392400,potatoes
6936,Crops and livestock products,India,Production,Potatoes,1995,tonnes,17401300,potatoes
6937,Crops and livestock products,India,Production,Potatoes,1996,tonnes,18843300,potatoes
6938,Crops and livestock products,India,Production,Potatoes,1997,tonnes,24215900,potatoes
6939,Crops and livestock products,India,Production,Potatoes,1998,tonnes,17652300,potatoes
6940,Crops and livestock products,India,Production,Potatoes,1999,tonnes,22494700,potatoes
6941,Crops and livestock products,India,Production,Potatoes,2000,tonnes,25000100,potatoes
6942,Crops and livestock products,India,Production,Potatoes,2001,tonnes,22242700,potatoes
6943,Crops and livestock products,India,Production,Potatoes,2002,tonnes,24456100,potatoes
6944,Crops and livestock products,India,Production,Potatoes,2003,tonnes,23161400,potatoes
6945,Crops and livestock products,India,Production,Potatoes,2004,tonnes,27925800,potatoes
6946,Crops and livestock products,India,Production,Potatoes,2005,tonnes,28787700,potatoes
6947,Crops and livestock products,India,Production,Potatoes,2006,tonnes,29174600,potatoes
6948,Crops and livestock products,India,Production,Potatoes,2007,tonnes,28599600,potatoes
6949,Crops and livestock products,India,Production,Potatoes,2008,tonnes,34658000,potatoes
6950,Crops and livestock products,India,Production,Potatoes,2009,tonnes,34390900,potatoes
6951,Crops and livestock products,India,Production,Potatoes,2010,tonnes,36577300,potatoes
6952,Crops and livestock products,India,Production,Potatoes,2011,tonnes,42339400,potatoes
6953,Crops and livestock products,India,Production,Potatoes,2012,tonnes,41483000,potatoes
6954,Crops and livestock products,India,Production,Potatoes,2013,tonnes,45343600,potatoes
6955,Crops and livestock products,India,Production,Potatoes,2014,tonnes,46395000,potatoes
6956,Crops and livestock products,India,Production,Potatoes,2015,tonnes,48009000,potatoes
6957,Crops and livestock products,India,Production,Potatoes,2016,tonnes,43417000,potatoes
6958,Crops and livestock products,India,Production,Potatoes,2017,tonnes,48605000,potatoes
6959,Crops and livestock products,India,Production,Potatoes,2018,tonnes,51310000,potatoes
7076,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1961,tonnes,815000,pumpkins
7077,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1962,tonnes,870000,pumpkins
7078,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1963,tonnes,940000,pumpkins
7079,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1964,tonnes,985000,pumpkins
7080,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1965,tonnes,1000000,pumpkins
7081,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1966,tonnes,1120000,pumpkins
7082,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1967,tonnes,1180000,pumpkins
7083,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1968,tonnes,1220000,pumpkins
7084,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1969,tonnes,1250000,pumpkins
7085,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1970,tonnes,1330000,pumpkins
7086,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1971,tonnes,1380000,pumpkins
7087,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1972,tonnes,1440000,pumpkins
7088,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1973,tonnes,1475000,pumpkins
7089,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1974,tonnes,1550000,pumpkins
7090,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1975,tonnes,1600000,pumpkins
7091,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1976,tonnes,1650000,pumpkins
7092,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1977,tonnes,1690000,pumpkins
7093,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1978,tonnes,1800000,pumpkins
7094,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1979,tonnes,1900000,pumpkins
7095,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1980,tonnes,1960000,pumpkins
7096,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1981,tonnes,2100000,pumpkins
7097,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1982,tonnes,2180000,pumpkins
7098,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1983,tonnes,2250000,pumpkins
7099,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1984,tonnes,2400000,pumpkins
7100,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1985,tonnes,2550000,pumpkins
7101,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1986,tonnes,2630000,pumpkins
7102,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1987,tonnes,2685000,pumpkins
7103,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1988,tonnes,2800000,pumpkins
7104,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1989,tonnes,2850000,pumpkins
7105,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1990,tonnes,2860000,pumpkins
7106,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1991,tonnes,2933000,pumpkins
7107,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1992,tonnes,2950000,pumpkins
7108,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1993,tonnes,3100000,pumpkins
7109,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1994,tonnes,3074014,pumpkins
7110,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1995,tonnes,3150000,pumpkins
7111,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1996,tonnes,3200000,pumpkins
7112,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1997,tonnes,3300000,pumpkins
7113,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1998,tonnes,3350000,pumpkins
7114,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",1999,tonnes,3400000,pumpkins
7115,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2000,tonnes,3450000,pumpkins
7116,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2001,tonnes,3500000,pumpkins
7117,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2002,tonnes,3605716,pumpkins
7118,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2003,tonnes,3702215,pumpkins
7119,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2004,tonnes,3800848,pumpkins
7120,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2005,tonnes,3900938,pumpkins
7121,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2006,tonnes,4136382,pumpkins
7122,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2007,tonnes,4259627,pumpkins
7123,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2008,tonnes,4388123,pumpkins
7124,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2009,tonnes,4515818,pumpkins
7125,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2010,tonnes,4637531,pumpkins
7126,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2011,tonnes,4752830,pumpkins
7127,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2012,tonnes,4900000,pumpkins
7128,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2013,tonnes,4900000,pumpkins
7129,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2014,tonnes,5021477,pumpkins
7130,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2015,tonnes,5243814,pumpkins
7131,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2016,tonnes,5055097,pumpkins
7132,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2017,tonnes,5106796,pumpkins
7133,Crops and livestock products,India,Production,"Pumpkins, squash and gourds",2018,tonnes,5135236,pumpkins
7250,Crops and livestock products,India,Production,"Rice, paddy",1961,tonnes,53494496,rice
7251,Crops and livestock products,India,Production,"Rice, paddy",1962,tonnes,49825552,rice
7252,Crops and livestock products,India,Production,"Rice, paddy",1963,tonnes,55497008,rice
7253,Crops and livestock products,India,Production,"Rice, paddy",1964,tonnes,58962000,rice
7254,Crops and livestock products,India,Production,"Rice, paddy",1965,tonnes,45883504,rice
7255,Crops and livestock products,India,Production,"Rice, paddy",1966,tonnes,45657008,rice
7256,Crops and livestock products,India,Production,"Rice, paddy",1967,tonnes,56418304,rice
7257,Crops and livestock products,India,Production,"Rice, paddy",1968,tonnes,59641808,rice
7258,Crops and livestock products,India,Production,"Rice, paddy",1969,tonnes,60644544,rice
7259,Crops and livestock products,India,Production,"Rice, paddy",1970,tonnes,63337808,rice
7260,Crops and livestock products,India,Production,"Rice, paddy",1971,tonnes,64602000,rice
7261,Crops and livestock products,India,Production,"Rice, paddy",1972,tonnes,58867952,rice
7262,Crops and livestock products,India,Production,"Rice, paddy",1973,tonnes,66077008,rice
7263,Crops and livestock products,India,Production,"Rice, paddy",1974,tonnes,59650000,rice
7264,Crops and livestock products,India,Production,"Rice, paddy",1975,tonnes,73352000,rice
7265,Crops and livestock products,India,Production,"Rice, paddy",1976,tonnes,63051904,rice
7266,Crops and livestock products,India,Production,"Rice, paddy",1977,tonnes,79005600,rice
7267,Crops and livestock products,India,Production,"Rice, paddy",1978,tonnes,80608496,rice
7268,Crops and livestock products,India,Production,"Rice, paddy",1979,tonnes,63475696,rice
7269,Crops and livestock products,India,Production,"Rice, paddy",1980,tonnes,80312000,rice
7270,Crops and livestock products,India,Production,"Rice, paddy",1981,tonnes,79883008,rice
7271,Crops and livestock products,India,Production,"Rice, paddy",1982,tonnes,70771696,rice
7272,Crops and livestock products,India,Production,"Rice, paddy",1983,tonnes,90048000,rice
7273,Crops and livestock products,India,Production,"Rice, paddy",1984,tonnes,87552800,rice
7274,Crops and livestock products,India,Production,"Rice, paddy",1985,tonnes,95817696,rice
7275,Crops and livestock products,India,Production,"Rice, paddy",1986,tonnes,90779408,rice
7276,Crops and livestock products,India,Production,"Rice, paddy",1987,tonnes,85338704,rice
7277,Crops and livestock products,India,Production,"Rice, paddy",1988,tonnes,106368800,rice
7278,Crops and livestock products,India,Production,"Rice, paddy",1989,tonnes,110310608,rice
7279,Crops and livestock products,India,Production,"Rice, paddy",1990,tonnes,111517408,rice
7280,Crops and livestock products,India,Production,"Rice, paddy",1991,tonnes,112042000,rice
7281,Crops and livestock products,India,Production,"Rice, paddy",1992,tonnes,109001200,rice
7282,Crops and livestock products,India,Production,"Rice, paddy",1993,tonnes,120400000,rice
7283,Crops and livestock products,India,Production,"Rice, paddy",1994,tonnes,122640000,rice
7284,Crops and livestock products,India,Production,"Rice, paddy",1995,tonnes,115440000,rice
7285,Crops and livestock products,India,Production,"Rice, paddy",1996,tonnes,122500000,rice
7286,Crops and livestock products,India,Production,"Rice, paddy",1997,tonnes,123700000,rice
7287,Crops and livestock products,India,Production,"Rice, paddy",1998,tonnes,129055000,rice
7288,Crops and livestock products,India,Production,"Rice, paddy",1999,tonnes,134495904,rice
7289,Crops and livestock products,India,Production,"Rice, paddy",2000,tonnes,127464896,rice
7290,Crops and livestock products,India,Production,"Rice, paddy",2001,tonnes,139900000,rice
7291,Crops and livestock products,India,Production,"Rice, paddy",2002,tonnes,107730304,rice
7292,Crops and livestock products,India,Production,"Rice, paddy",2003,tonnes,132789000,rice
7293,Crops and livestock products,India,Production,"Rice, paddy",2004,tonnes,124697104,rice
