,Domain,Area,Element,Item,Year,Unit,Value,Crop,Rain_JAN,Rain_FEB,Rain_MAR,Rain_APR,Rain_MAY,Rain_JUN,Rain_JUL,Rain_AUG,Rain_SEP,Rain_OCT,Rain_NOV,Rain_DEC,Temp_ANNUAL,Temp_JAN-FEB,Temp_MAR-MAY,Temp_JUN-SEP,Temp_OCT-DEC
133,Crops and livestock products,India,Production,Apples,1978,tonnes,545070,apples,12.3,27.0,44.2,33.1,60.2,208.8,290.0,282.0,161.9,49.1,49.9,18.8,24.24,18.95,25.94,27.12,22.22
134,Crops and livestock products,India,Production,Apples,1979,tonnes,662020,apples,20.9,35.0,28.9,21.2,54.2,140.5,239.6,210.6,136.8,51.8,76.1,14.4,24.57,19.47,25.97,27.54,22.59
135,Crops and livestock products,India,Production,Apples,1980,tonnes,658000,apples,12.8,22.3,32.5,34.6,55.3,227.8,295.0,263.8,145.7,49.3,24.2,19.0,24.55,19.64,26.58,27.26,22.17
136,Crops and livestock products,India,Production,Apples,1981,tonnes,821790,apples,29.3,20.4,48.0,37.3,67.1,151.3,309.1,237.0,184.5,45.1,27.4,14.0,24.27,19.42,26.14,27.22,21.68
137,Crops and livestock products,India,Production,Apples,1982,tonnes,926980,apples,23.8,24.2,45.7,49.8,59.0,137.8,230.8,276.9,124.9,51.7,46.0,13.9,24.15,19.14,25.41,27.31,22.02
138,Crops and livestock products,India,Production,Apples,1983,tonnes,966600,apples,18.5,23.3,43.4,57.0,70.1,150.8,282.2,304.3,251.6,85.9,10.8,22.9,24.12,19.09,25.45,27.43,21.71
139,Crops and livestock products,India,Production,Apples,1984,tonnes,985900,apples,19.0,35.9,22.8,45.3,60.4,192.3,291.9,256.5,144.6,61.0,15.7,15.3,24.26,18.85,26.51,27.1,21.82
140,Crops and livestock products,India,Production,Apples,1985,tonnes,1005560,apples,23.2,9.9,20.1,39.5,63.0,156.5,290.1,231.7,149.6,114.1,18.8,28.4,24.45,19.61,26.72,27.12,21.84
141,Crops and livestock products,India,Production,Apples,1986,tonnes,1258000,apples,15.5,36.6,29.9,50.0,49.4,182.6,264.2,228.3,128.4,74.7,49.6,28.4,24.2,19.12,25.94,27.17,21.9
142,Crops and livestock products,India,Production,Apples,1987,tonnes,861404,apples,13.2,23.8,28.8,43.9,67.0,133.9,223.2,242.1,152.2,94.4,44.4,21.9,24.57,19.42,25.85,27.88,22.29
143,Crops and livestock products,India,Production,Apples,1988,tonnes,995296,apples,10.4,28.7,53.7,41.7,70.4,161.8,374.8,295.3,217.7,53.6,16.2,17.8,24.42,19.7,26.24,27.22,22.0
144,Crops and livestock products,India,Production,Apples,1989,tonnes,1084117,apples,15.4,15.3,28.8,34.6,57.5,184.7,302.3,236.2,163.1,51.9,20.3,17.2,24.03,18.76,25.69,26.98,21.94
145,Crops and livestock products,India,Production,Apples,1990,tonnes,1093900,apples,16.0,44.2,54.0,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31.0,24.21,19.44,25.55,27.18,22.11
146,Crops and livestock products,India,Production,Apples,1991,tonnes,1175005,apples,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,24.28,19.21,26.02,27.32,21.87
147,Crops and livestock products,India,Production,Apples,1992,tonnes,1147743,apples,16.0,16.5,24.8,26.1,59.3,139.7,262.5,274.0,171.7,64.7,41.6,5.6,24.15,19.06,25.64,27.15,22.04
148,Crops and livestock products,India,Production,Apples,1993,tonnes,1168252,apples,18.2,25.6,41.6,27.0,71.3,172.1,305.4,203.2,208.5,87.9,30.5,16.5,24.43,19.61,25.98,27.34,22.21
149,Crops and livestock products,India,Production,Apples,1994,tonnes,1300000,apples,25.0,27.9,25.2,45.9,53.1,205.7,350.0,282.2,149.4,82.8,25.5,22.6,24.46,19.76,26.3,27.3,21.97
150,Crops and livestock products,India,Production,Apples,1995,tonnes,1200000,apples,31.3,29.4,28.3,32.4,82.4,143.3,323.4,269.0,179.0,78.0,36.8,9.2,25.29,20.33,26.94,28.07,23.19
151,Crops and livestock products,India,Production,Apples,1996,tonnes,1211379,apples,22.9,23.2,32.1,31.4,56.0,185.7,262.1,292.4,146.1,100.5,13.6,16.9,24.55,20.79,26.49,27.22,21.76
152,Crops and livestock products,India,Production,Apples,1997,tonnes,1308390,apples,14.3,10.4,30.3,46.0,48.6,171.7,281.5,261.9,151.4,61.1,57.6,48.3,24.1,18.87,25.69,27.6,21.89
153,Crops and livestock products,India,Production,Apples,1998,tonnes,1320590,apples,16.4,28.2,39.1,36.3,49.2,163.9,278.4,243.8,196.5,107.4,39.3,10.3,24.76,19.72,26.41,27.69,22.42
154,Crops and livestock products,India,Production,Apples,1999,tonnes,1380000,apples,13.7,11.2,8.8,19.3,94.9,169.9,261.7,213.2,183.0,117.2,20.0,3.7,24.67,19.75,26.66,27.38,22.29
155,Crops and livestock products,India,Production,Apples,2000,tonnes,1050000,apples,18.4,28.2,17.9,34.7,71.6,179.0,263.5,221.1,134.5,41.9,14.6,10.0,24.6,19.33,26.47,27.23,22.68
156,Crops and livestock products,India,Production,Apples,2001,tonnes,1230000,apples,7.3,8.8,18.8,43.7,67.2,219.1,279.7,209.4,114.2,107.5,22.5,7.1,24.73,19.75,26.82,27.47,22.52
157,Crops and livestock products,India,Production,Apples,2002,tonnes,1160000,apples,15.7,20.3,21.5,38.3,63.3,180.1,146.2,262.5,151.2,59.5,18.2,5.1,25.0,19.65,27.22,27.71,22.58
158,Crops and livestock products,India,Production,Apples,2003,tonnes,1470000,apples,7.6,45.6,33.3,35.4,39.1,184.5,316.7,255.3,191.4,100.6,15.5,18.6,24.72,19.82,26.52,27.64,22.23
159,Crops and livestock products,India,Production,Apples,2004,tonnes,1521600,apples,25.7,8.8,11.4,59.0,88.9,158.7,242.1,248.7,124.6,92.2,15.8,4.6,24.74,19.93,27.06,27.33,22.24
160,Crops and livestock products,India,Production,Apples,2005,tonnes,1739000,apples,28.1,41.8,42.5,37.7,46.1,143.2,334.1,190.1,206.9,99.3,27.2,11.2,24.58,19.79,26.33,27.64,21.93
161,Crops and livestock products,India,Production,Apples,2006,tonnes,1814000,apples,17.7,11.9,35.6,32.7,75.0,141.8,287.6,281.3,178.6,51.8,34.6,13.1,25.06,21.33,26.52,27.4,22.66
162,Crops and livestock products,India,Production,Apples,2007,tonnes,1624000,apples,1.7,36.7,35.2,30.6,46.8,192.5,286.2,257.4,206.8,55.7,14.4,15.3,24.77,20.1,26.69,27.49,22.32
163,Crops and livestock products,India,Production,Apples,2008,tonnes,2001000,apples,18.4,19.3,41.2,29.5,43.7,202.0,245.0,265.8,165.1,51.6,25.5,11.0,24.61,19.16,26.46,27.26,22.87
164,Crops and livestock products,India,Production,Apples,2009,tonnes,1985000,apples,12.0,12.0,14.2,25.1,56.0,85.7,280.7,192.5,139.4,71.4,53.7,11.1,25.11,20.72,26.86,27.89,22.58
165,Crops and livestock products,India,Production,Apples,2010,tonnes,1777200,apples,7.5,17.0,14.0,39.0,73.8,138.1,300.7,274.7,197.7,69.0,61.4,22.7,25.13,20.19,27.83,27.5,22.6
166,Crops and livestock products,India,Production,Apples,2011,tonnes,2891000,apples,6.8,25.8,22.4,41.1,53.1,183.5,246.0,284.9,186.9,38.1,20.1,7.6,24.67,19.54,26.38,27.54,22.71
167,Crops and livestock products,India,Production,Apples,2012,tonnes,2203400,apples,26.5,12.7,11.3,47.5,31.7,117.8,250.2,262.4,193.5,58.7,30.7,11.7,24.69,19.34,26.55,27.71,22.35
168,Crops and livestock products,India,Production,Apples,2013,tonnes,1915000,apples,11.3,40.1,15.7,30.4,57.8,219.8,310.0,254.7,152.7,129.4,14.0,6.7,24.82,19.98,26.85,27.46,22.5
169,Crops and livestock products,India,Production,Apples,2014,tonnes,2497680,apples,19.2,27.4,36.1,22.2,72.9,95.4,261.2,237.5,188.0,60.2,14.4,10.7,24.73,19.58,26.24,27.88,22.47
170,Crops and livestock products,India,Production,Apples,2015,tonnes,2134000,apples,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19.0,24.91,20.12,26.29,27.73,22.99
171,Crops and livestock products,India,Production,Apples,2016,tonnes,2521000,apples,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261.0,169.2,76.0,29.2,19.7,25.15,22.25,28.86,28.44,24.2
172,Crops and livestock products,India,Production,Apples,2017,tonnes,2265000,apples,18.2,26.6,33.0,41.5,68.1,169.2,294.8,260.3,173.4,78.1,28.5,19.3,24.79,21.84,28.41,28.5,24.21
173,Crops and livestock products,India,Production,Apples,2018,tonnes,2327000,apples,18.5,26.5,32.1,39.5,67.0,171.9,293.2,259.4,165.3,79.2,28.7,18.9,25.09,21.24,28.16,28.28,23.55
174,Crops and livestock products,India,Area harvested,Apricots,1961,ha,2900,apricots,26.1,34.8,26.0,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,24.0,18.98,26.11,27.06,21.17
175,Crops and livestock products,India,Area harvested,Apricots,1962,ha,2700,apricots,12.6,21.6,16.0,43.6,70.8,137.1,281.6,276.9,211.0,78.4,18.3,29.9,24.04,18.91,25.91,27.14,21.47
176,Crops and livestock products,India,Area harvested,Apricots,1963,ha,2800,apricots,6.8,9.8,41.7,50.6,60.9,168.0,258.6,316.7,164.9,99.1,28.4,15.5,24.15,19.07,25.57,27.21,22.04
177,Crops and livestock products,India,Area harvested,Apricots,1964,ha,2900,apricots,18.6,14.1,19.0,40.0,52.1,177.2,345.7,273.7,200.4,67.4,22.8,13.3,24.1,18.83,26.38,26.9,21.58
178,Crops and livestock products,India,Area harvested,Apricots,1965,ha,3000,apricots,11.8,28.1,26.7,45.1,52.7,116.1,270.1,192.8,129.5,34.0,18.2,22.2,24.07,19.22,25.24,27.08,22.1
179,Crops and livestock products,India,Area harvested,Apricots,1966,ha,3100,apricots,13.1,25.4,20.3,30.6,57.2,178.8,252.5,212.5,143.9,56.1,51.0,16.7,24.36,19.93,26.07,27.17,21.83
180,Crops and livestock products,India,Area harvested,Apricots,1967,ha,3200,apricots,11.1,14.2,63.3,29.5,42.8,144.0,305.6,264.3,170.3,40.6,12.1,56.1,24.11,19.44,25.55,27.19,21.68
181,Crops and livestock products,India,Area harvested,Apricots,1968,ha,3400,apricots,29.4,19.8,27.5,32.6,46.7,149.6,309.9,212.8,129.5,67.1,21.8,12.6,23.94,18.25,25.62,27.22,21.69
182,Crops and livestock products,India,Area harvested,Apricots,1969,ha,3500,apricots,12.7,14.5,20.1,39.7,63.4,130.2,317.8,273.4,172.7,55.0,35.8,12.7,24.46,19.18,26.39,27.35,22.2
183,Crops and livestock products,India,Area harvested,Apricots,1970,ha,3600,apricots,23.2,27.3,25.9,29.2,69.7,215.9,245.6,313.0,212.7,75.3,15.7,1.6,24.26,19.56,26.39,27.06,21.55
184,Crops and livestock products,India,Area harvested,Apricots,1971,ha,3500,apricots,16.1,23.6,10.8,52.8,75.0,229.9,267.2,267.3,146.5,99.9,15.9,12.0,23.91,19.05,25.78,26.75,21.48
185,Crops and livestock products,India,Area harvested,Apricots,1972,ha,3500,apricots,10.3,27.6,21.6,37.1,55.3,123.3,204.0,219.5,127.5,65.7,31.4,23.7,24.1,18.57,25.78,27.27,21.88
186,Crops and livestock products,India,Area harvested,Apricots,1973,ha,3600,apricots,21.0,21.8,21.2,27.5,56.5,149.9,277.4,311.0,182.1,114.6,18.9,17.7,24.41,19.74,26.53,27.3,21.53
187,Crops and livestock products,India,Area harvested,Apricots,1974,ha,3800,apricots,16.1,12.9,20.5,33.7,64.2,122.0,283.6,232.5,145.3,101.6,10.7,12.1,24.0,18.54,26.24,27.02,21.38
188,Crops and livestock products,India,Area harvested,Apricots,1975,ha,3000,apricots,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,23.74,18.69,25.77,26.57,21.3
189,Crops and livestock products,India,Area harvested,Apricots,1976,ha,3300,apricots,11.5,24.5,25.5,36.3,45.4,160.3,294.1,294.0,144.2,33.0,55.0,7.6,24.07,18.87,25.61,26.87,22.25
190,Crops and livestock products,India,Area harvested,Apricots,1977,ha,2700,apricots,21.0,10.2,14.6,68.3,84.4,187.2,323.4,245.4,147.8,85.6,65.8,16.1,24.35,19.35,26.03,27.13,22.3
191,Crops and livestock products,India,Area harvested,Apricots,1978,ha,2700,apricots,12.3,27.0,44.2,33.1,60.2,208.8,290.0,282.0,161.9,49.1,49.9,18.8,24.24,18.95,25.94,27.12,22.22
192,Crops and livestock products,India,Area harvested,Apricots,1979,ha,2400,apricots,20.9,35.0,28.9,21.2,54.2,140.5,239.6,210.6,136.8,51.8,76.1,14.4,24.57,19.47,25.97,27.54,22.59
193,Crops and livestock products,India,Area harvested,Apricots,1980,ha,2000,apricots,12.8,22.3,32.5,34.6,55.3,227.8,295.0,263.8,145.7,49.3,24.2,19.0,24.55,19.64,26.58,27.26,22.17
194,Crops and livestock products,India,Area harvested,Apricots,1981,ha,2000,apricots,29.3,20.4,48.0,37.3,67.1,151.3,309.1,237.0,184.5,45.1,27.4,14.0,24.27,19.42,26.14,27.22,21.68
195,Crops and livestock products,India,Area harvested,Apricots,1982,ha,1700,apricots,23.8,24.2,45.7,49.8,59.0,137.8,230.8,276.9,124.9,51.7,46.0,13.9,24.15,19.14,25.41,27.31,22.02
196,Crops and livestock products,India,Area harvested,Apricots,1983,ha,1900,apricots,18.5,23.3,43.4,57.0,70.1,150.8,282.2,304.3,251.6,85.9,10.8,22.9,24.12,19.09,25.45,27.43,21.71
197,Crops and livestock products,India,Area harvested,Apricots,1984,ha,1700,apricots,19.0,35.9,22.8,45.3,60.4,192.3,291.9,256.5,144.6,61.0,15.7,15.3,24.26,18.85,26.51,27.1,21.82
198,Crops and livestock products,India,Area harvested,Apricots,1985,ha,1600,apricots,23.2,9.9,20.1,39.5,63.0,156.5,290.1,231.7,149.6,114.1,18.8,28.4,24.45,19.61,26.72,27.12,21.84
199,Crops and livestock products,India,Area harvested,Apricots,1986,ha,1500,apricots,15.5,36.6,29.9,50.0,49.4,182.6,264.2,228.3,128.4,74.7,49.6,28.4,24.2,19.12,25.94,27.17,21.9
200,Crops and livestock products,India,Area harvested,Apricots,1987,ha,1600,apricots,13.2,23.8,28.8,43.9,67.0,133.9,223.2,242.1,152.2,94.4,44.4,21.9,24.57,19.42,25.85,27.88,22.29
201,Crops and livestock products,India,Area harvested,Apricots,1988,ha,1500,apricots,10.4,28.7,53.7,41.7,70.4,161.8,374.8,295.3,217.7,53.6,16.2,17.8,24.42,19.7,26.24,27.22,22.0
202,Crops and livestock products,India,Area harvested,Apricots,1989,ha,1700,apricots,15.4,15.3,28.8,34.6,57.5,184.7,302.3,236.2,163.1,51.9,20.3,17.2,24.03,18.76,25.69,26.98,21.94
203,Crops and livestock products,India,Area harvested,Apricots,1990,ha,2000,apricots,16.0,44.2,54.0,43.8,112.9,191.3,282.9,293.6,197.4,104.1,30.2,31.0,24.21,19.44,25.55,27.18,22.11
204,Crops and livestock products,India,Area harvested,Apricots,1991,ha,2100,apricots,14.3,28.1,27.8,51.7,68.9,184.7,279.2,268.1,140.7,61.8,30.2,14.7,24.28,19.21,26.02,27.32,21.87
205,Crops and livestock products,India,Area harvested,Apricots,1992,ha,2200,apricots,16.0,16.5,24.8,26.1,59.3,139.7,262.5,274.0,171.7,64.7,41.6,5.6,24.15,19.06,25.64,27.15,22.04
206,Crops and livestock products,India,Area harvested,Apricots,1993,ha,2300,apricots,18.2,25.6,41.6,27.0,71.3,172.1,305.4,203.2,208.5,87.9,30.5,16.5,24.43,19.61,25.98,27.34,22.21
207,Crops and livestock products,India,Area harvested,Apricots,1994,ha,2400,apricots,25.0,27.9,25.2,45.9,53.1,205.7,350.0,282.2,149.4,82.8,25.5,22.6,24.46,19.76,26.3,27.3,21.97
208,Crops and livestock products,India,Area harvested,Apricots,1995,ha,2519,apricots,31.3,29.4,28.3,32.4,82.4,143.3,323.4,269.0,179.0,78.0,36.8,9.2,25.29,20.33,26.94,28.07,23.19
209,Crops and livestock products,India,Area harvested,Apricots,1996,ha,2727,apricots,22.9,23.2,32.1,31.4,56.0,185.7,262.1,292.4,146.1,100.5,13.6,16.9,24.55,20.79,26.49,27.22,21.76
210,Crops and livestock products,India,Area harvested,Apricots,1997,ha,2805,apricots,14.3,10.4,30.3,46.0,48.6,171.7,281.5,261.9,151.4,61.1,57.6,48.3,24.1,18.87,25.69,27.6,21.89
211,Crops and livestock products,India,Area harvested,Apricots,1998,ha,2919,apricots,16.4,28.2,39.1,36.3,49.2,163.9,278.4,243.8,196.5,107.4,39.3,10.3,24.76,19.72,26.41,27.69,22.42
212,Crops and livestock products,India,Area harvested,Apricots,1999,ha,3279,apricots,13.7,11.2,8.8,19.3,94.9,169.9,261.7,213.2,183.0,117.2,20.0,3.7,24.67,19.75,26.66,27.38,22.29
213,Crops and livestock products,India,Area harvested,Apricots,2000,ha,3466,apricots,18.4,28.2,17.9,34.7,71.6,179.0,263.5,221.1,134.5,41.9,14.6,10.0,24.6,19.33,26.47,27.23,22.68
214,Crops and livestock products,India,Area harvested,Apricots,2001,ha,3514,apricots,7.3,8.8,18.8,43.7,67.2,219.1,279.7,209.4,114.2,107.5,22.5,7.1,24.73,19.75,26.82,27.47,22.52
215,Crops and livestock products,India,Area harvested,Apricots,2002,ha,3603,apricots,15.7,20.3,21.5,38.3,63.3,180.1,146.2,262.5,151.2,59.5,18.2,5.1,25.0,19.65,27.22,27.71,22.58
216,Crops and livestock products,India,Area harvested,Apricots,2003,ha,3727,apricots,7.6,45.6,33.3,35.4,39.1,184.5,316.7,255.3,191.4,100.6,15.5,18.6,24.72,19.82,26.52,27.64,22.23
217,Crops and livestock products,India,Area harvested,Apricots,2004,ha,3868,apricots,25.7,8.8,11.4,59.0,88.9,158.7,242.1,248.7,124.6,92.2,15.8,4.6,24.74,19.93,27.06,27.33,22.24
218,Crops and livestock products,India,Area harvested,Apricots,2005,ha,4016,apricots,28.1,41.8,42.5,37.7,46.1,143.2,334.1,190.1,206.9,99.3,27.2,11.2,24.58,19.79,26.33,27.64,21.93
219,Crops and livestock products,India,Area harvested,Apricots,2006,ha,4197,apricots,17.7,11.9,35.6,32.7,75.0,141.8,287.6,281.3,178.6,51.8,34.6,13.1,25.06,21.33,26.52,27.4,22.66
220,Crops and livestock products,India,Area harvested,Apricots,2007,ha,4361,apricots,1.7,36.7,35.2,30.6,46.8,192.5,286.2,257.4,206.8,55.7,14.4,15.3,24.77,20.1,26.69,27.49,22.32
221,Crops and livestock products,India,Area harvested,Apricots,2008,ha,4562,apricots,18.4,19.3,41.2,29.5,43.7,202.0,245.0,265.8,165.1,51.6,25.5,11.0,24.61,19.16,26.46,27.26,22.87
222,Crops and livestock products,India,Area harvested,Apricots,2009,ha,4703,apricots,12.0,12.0,14.2,25.1,56.0,85.7,280.7,192.5,139.4,71.4,53.7,11.1,25.11,20.72,26.86,27.89,22.58
223,Crops and livestock products,India,Area harvested,Apricots,2010,ha,4826,apricots,7.5,17.0,14.0,39.0,73.8,138.1,300.7,274.7,197.7,69.0,61.4,22.7,25.13,20.19,27.83,27.5,22.6
224,Crops and livestock products,India,Area harvested,Apricots,2011,ha,4924,apricots,6.8,25.8,22.4,41.1,53.1,183.5,246.0,284.9,186.9,38.1,20.1,7.6,24.67,19.54,26.38,27.54,22.71
225,Crops and livestock products,India,Area harvested,Apricots,2012,ha,5000,apricots,26.5,12.7,11.3,47.5,31.7,117.8,250.2,262.4,193.5,58.7,30.7,11.7,24.69,19.34,26.55,27.71,22.35
226,Crops and livestock products,India,Area harvested,Apricots,2013,ha,5000,apricots,11.3,40.1,15.7,30.4,57.8,219.8,310.0,254.7,152.7,129.4,14.0,6.7,24.82,19.98,26.85,27.46,22.5
227,Crops and livestock products,India,Area harvested,Apricots,2014,ha,5000,apricots,19.2,27.4,36.1,22.2,72.9,95.4,261.2,237.5,188.0,60.2,14.4,10.7,24.73,19.58,26.24,27.88,22.47
228,Crops and livestock products,India,Area harvested,Apricots,2015,ha,5021,apricots,17.9,25.6,36.1,42.1,67.4,164.6,284.5,257.5,171.9,73.1,29.4,19.0,24.91,20.12,26.29,27.73,22.99
229,Crops and livestock products,India,Area harvested,Apricots,2016,ha,5076,apricots,17.6,26.2,34.4,42.8,66.3,168.8,287.7,261.0,169.2,76.0,29.2,19.7,25.15,22.25,28.86,28.44,24.2
230,Crops and livestock products,India,Area harvested,Apricots,2017,ha,5032,apricots,18.2,26.6,33.0,41.5,68.1,169.2,294.8,260.3,173.4,78.1,28.5,19.3,24.79,21.84,28.41,28.5,24.21
231,Crops and livestock products,India,Area harvested,Apricots,2018,ha,5043,apricots,18.5,26.5,32.1,39.5,67.0,171.9,293.2,259.4,165.3,79.2,28.7,18.9,25.09,21.24,28.16,28.28,23.55
232,Crops and livestock products,India,Yield,Apricots,1961,hg/ha,27586,apricots,26.1,34.8,26.0,28.5,77.6,192.9,336.6,287.6,234.9,122.2,21.7,10.4,24.0,18.98,26.11,27.06,21.17
233,Crops and livestock products,India,Yield,Apricots,1962,hg/ha,30741,apricots,12.6,21.6,16.0,43.6,70.8,137.1,281.6,276.9,211.0,78.4,18.3,29.9,24.04,18.91,25.91,27.14,21.47
234,Crops and livestock products,India,Yield,Apricots,1963,hg/ha,30357,apricots,6.8,9.8,41.7,50.6,60.9,168.0,258.6,316.7,164.9,99.1,28.4,15.5,24.15,19.07,25.57,27.21,22.04
235,Crops and livestock products,India,Yield,Apricots,1964,hg/ha,30345,apricots,18.6,14.1,19.0,40.0,52.1,177.2,345.7,273.7,200.4,67.4,22.8,13.3,24.1,18.83,26.38,26.9,21.58
236,Crops and livestock products,India,Yield,Apricots,1965,hg/ha,30667,apricots,11.8,28.1,26.7,45.1,52.7,116.1,270.1,192.8,129.5,34.0,18.2,22.2,24.07,19.22,25.24,27.08,22.1
237,Crops and livestock products,India,Yield,Apricots,1966,hg/ha,30645,apricots,13.1,25.4,20.3,30.6,57.2,178.8,252.5,212.5,143.9,56.1,51.0,16.7,24.36,19.93,26.07,27.17,21.83
238,Crops and livestock products,India,Yield,Apricots,1967,hg/ha,30625,apricots,11.1,14.2,63.3,29.5,42.8,144.0,305.6,264.3,170.3,40.6,12.1,56.1,24.11,19.44,25.55,27.19,21.68
239,Crops and livestock products,India,Yield,Apricots,1968,hg/ha,30294,apricots,29.4,19.8,27.5,32.6,46.7,149.6,309.9,212.8,129.5,67.1,21.8,12.6,23.94,18.25,25.62,27.22,21.69
240,Crops and livestock products,India,Yield,Apricots,1969,hg/ha,30000,apricots,12.7,14.5,20.1,39.7,63.4,130.2,317.8,273.4,172.7,55.0,35.8,12.7,24.46,19.18,26.39,27.35,22.2
241,Crops and livestock products,India,Yield,Apricots,1970,hg/ha,30000,apricots,23.2,27.3,25.9,29.2,69.7,215.9,245.6,313.0,212.7,75.3,15.7,1.6,24.26,19.56,26.39,27.06,21.55
242,Crops and livestock products,India,Yield,Apricots,1971,hg/ha,31429,apricots,16.1,23.6,10.8,52.8,75.0,229.9,267.2,267.3,146.5,99.9,15.9,12.0,23.91,19.05,25.78,26.75,21.48
243,Crops and livestock products,India,Yield,Apricots,1972,hg/ha,30000,apricots,10.3,27.6,21.6,37.1,55.3,123.3,204.0,219.5,127.5,65.7,31.4,23.7,24.1,18.57,25.78,27.27,21.88
244,Crops and livestock products,India,Yield,Apricots,1973,hg/ha,30556,apricots,21.0,21.8,21.2,27.5,56.5,149.9,277.4,311.0,182.1,114.6,18.9,17.7,24.41,19.74,26.53,27.3,21.53
245,Crops and livestock products,India,Yield,Apricots,1974,hg/ha,30263,apricots,16.1,12.9,20.5,33.7,64.2,122.0,283.6,232.5,145.3,101.6,10.7,12.1,24.0,18.54,26.24,27.02,21.38
246,Crops and livestock products,India,Yield,Apricots,1975,hg/ha,31667,apricots,15.4,20.8,28.7,28.3,50.2,175.6,310.7,292.5,224.6,121.9,22.8,3.3,23.74,18.69,25.77,26.57,21.3
247,Crops and livestock products,India,Yield,Apricots,1976,hg/ha,30303,apricots,11.5,24.5,25.5,36.3,45.4,160.3,294.1,294.0,144.2,33.0,55.0,7.6,24.07,18.87,25.61,26.87,22.25
248,Crops and livestock products,India,Yield,Apricots,1977,hg/ha,29630,apricots,21.0,10.2,14.6,68.3,84.4,187.2,323.4,245.4,147.8,85.6,65.8,16.1,24.35,19.35,26.03,27.13,22.3
249,Crops and livestock products,India,Yield,Apricots,1978,hg/ha,29630,apricots,12.3,27.0,44.2,33.1,60.2,208.8,290.0,282.0,161.9,49.1,49.9,18.8,24.24,18.95,25.94,27.12,22.22
250,Crops and livestock products,India,Yield,Apricots,1979,hg/ha,29167,apricots,20.9,35.0,28.9,21.2,54.2,140.5,239.6,210.6,136.8,51.8,76.1,14.4,24.57,19.47,25.97,27.54,22.59
251,Crops and livestock products,India,Yield,Apricots,1980,hg/ha,32500,apricots,12.8,22.3,32.5,34.6,55.3,227.8,295.0,263.8,145.7,49.3,24.2,19.0,24.55,19.64,26.58,27.26,22.17
252,Crops and livestock products,India,Yield,Apricots,1981,hg/ha,30000,apricots,29.3,20.4,48.0,37.3,67.1,151.3,309.1,237.0,184.5,45.1,27.4,14.0,24.27,19.42,26.14,27.22,21.68
253,Crops and livestock products,India,Yield,Apricots,1982,hg/ha,29412,apricots,23.8,24.2,45.7,49.8,59.0,137.8,230.8,276.9,124.9,51.7,46.0,13.9,24.15,19.14,25.41,27.31,22.02
254,Crops and livestock products,India,Yield,Apricots,1983,hg/ha,28947,apricots,18.5,23.3,43.4,57.0,70.1,150.8,282.2,304.3,251.6,85.9,10.8,22.9,24.12,19.09,25.45,27.43,21.71
255,Crops and livestock products,India,Yield,Apricots,1984,hg/ha,29412,apricots,19.0,35.9,22.8,45.3,60.4,192.3,291.9,256.5,144.6,61.0,15.7,15.3,24.26,18.85,26.51,27.1,21.82
256,Crops and livestock products,India,Yield,Apricots,1985,hg/ha,30000,apricots,23.2,9.9,20.1,39.5,63.0,156.5,290.1,231.7,149.6,114.1,18.8,28.4,24.45,19.61,26.72,27.12,21.84
